portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,return
PF00011016,,OFF00001002,C,20130801,16170000,M,0.0013,CHF,0.237381818,16165755.38,20130801,TRUE,20130905,E,TRUE,,0.00324
PF00011020,,OFF00001002,C,20130801,16269000,M,0.0013,CHF,0.237381818,16268430.59,20130801,TRUE,20130809,E,TRUE,TRUE,0.00216
PF00011076,,OFF00001002,C,20130827,17743000,M,0.0013,CHF,0.237381818,17742778.21,20130827,TRUE,20130830,E,TRUE,TRUE,0.0018
PF00011078,,OFF00001002,C,20130827,18986000,M,0.0013,CHF,0.237381818,18985409.32,20130827,TRUE,20130903,E,TRUE,TRUE,0.00192
PF00011030,,OFF00001002,B,20130806,2.20E+07,M,0.0013,CHF,0.237381818,21979778.6,20130805,TRUE,20131107,D,TRUE,TRUE,0.00432
PF00011066,,OFF00001002,C,20130822,23859000,M,0.0013,CHF,0.237381818,23858436.66,20130822,TRUE,20130827,E,TRUE,TRUE,0.00204
PF00011033,,OFF00001002,C,20130806,24596000,M,0.0013,CHF,0.237381818,24595890.68,20130806,TRUE,20130808,E,TRUE,TRUE,0.00192
PF00011077,,OFF00001002,C,20130827,31229000,M,0.0013,CHF,0.237381818,31228028.43,20130827,TRUE,20130903,E,TRUE,TRUE,0.00192
PF00011048,,OFF00001002,C,20130813,35409000,M,0.0013,CHF,0.237381818,35401377.23,20130813,TRUE,20130913,E,TRUE,TRUE,0.003
PF00011053,,OFF00001002,C,20130814,37796000,M,0.0013,CHF,0.237381818,37787075.94,20130814,TRUE,20130918,E,TRUE,TRUE,0.003
PF00011071,,OFF00001002,C,20130823,38500000,M,0.0013,CHF,0.237381818,38483423.61,20130823,TRUE,20131024,E,TRUE,TRUE,0.003
PF00011034,,OFF00001002,C,20130807,39050000,M,0.0013,CHF,0.237381818,39048709.18,20130807,TRUE,20130815,E,TRUE,TRUE,0.00204
PF00011021,,OFF00001002,C,20130801,40524000,M,0.0013,CHF,0.237381818,40505719.17,20130801,TRUE,20130927,E,TRUE,TRUE,0.00348
PF00011067,,OFF00001002,C,20130822,52525000,M,0.0013,CHF,0.237381818,52523759.83,20130822,TRUE,20130827,E,TRUE,TRUE,0.00204
PF00011017,,OFF00001002,C,20130801,5.50E+07,M,0.0013,CHF,0.237381818,54949736.11,20130801,TRUE,20131104,E,TRUE,TRUE,0.0042
PF00011024,,OFF00001002,C,20130801,5.50E+07,M,0.0013,CHF,0.237381818,54963333.33,20130801,TRUE,20131016,E,TRUE,TRUE,0.00384
PF00011038,,OFF00001002,C,20130808,5.50E+07,M,0.0013,CHF,0.237381818,54986631.94,20130808,TRUE,20130913,E,TRUE,TRUE,0.003
PF00011050,,OFF00001002,C,20130813,61402000,M,0.0013,CHF,0.237381818,61350780.5,20130813,TRUE,20131112,E,TRUE,TRUE,0.00396
PF00011091,,OFF00001002,C,20130830,7.70E+07,M,0.0013,CHF,0.237381818,76985027.78,20130830,TRUE,20130927,E,TRUE,TRUE,0.003
PF00011092,,OFF00001002,C,20130830,81719000,M,0.0013,CHF,0.237381818,81716298.73,20130830,TRUE,20130906,E,TRUE,TRUE,0.00204
PF00011026,,OFF00001002,C,20130802,92796000,M,0.0013,CHF,0.237381818,92706348.75,20130802,TRUE,20131107,E,TRUE,TRUE,0.00444
PF00011039,,OFF00001002,C,20130808,115588000,M,0.0013,CHF,0.237381818,115582220.6,20130808,TRUE,20130819,E,TRUE,TRUE,0.00216
PF00010313,,OFF00001002,C,20121207,2156000,M,0.00113,CHF,0.237638095,2155956.88,20121207,TRUE,20121210,E,TRUE,TRUE,0.00288
PF00010305,,OFF00001002,C,20121206,2167000,M,0.00113,CHF,0.237638095,2166985.553,20121206,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010299,,OFF00001002,C,20121205,5291000,M,0.00113,CHF,0.237638095,5290964.727,20121205,TRUE,20121206,E,TRUE,TRUE,0.00288
PF00010321,,OFF00001002,C,20121210,8822000,M,0.00113,CHF,0.237638095,8821941.187,20121210,TRUE,20121211,E,TRUE,TRUE,0.00288
PF00010348,,OFF00001002,C,20121214,16533000,M,0.00113,CHF,0.237638095,16532669.34,20121214,TRUE,20121217,E,TRUE,TRUE,0.00288
PF00010341,,OFF00001002,C,20121213,16566000,M,0.00113,CHF,0.237638095,16565889.56,20121213,TRUE,20121214,E,TRUE,TRUE,0.00288
PF00010333,,OFF00001002,C,20121211,16698000,M,0.00113,CHF,0.237638095,16697888.68,20121211,TRUE,20121212,E,TRUE,TRUE,0.00288
PF00010336,,OFF00001002,C,20121212,16753000,M,0.00113,CHF,0.237638095,16752888.31,20121212,TRUE,20121213,E,TRUE,TRUE,0.00288
PF00010375,,OFF00001002,C,20121220,2.20E+07,M,0.00113,CHF,0.237638095,21993583.33,20121220,TRUE,20130124,E,TRUE,TRUE,0.0036
PF00010411,,OFF00001002,C,20121228,2.20E+07,M,0.00113,CHF,0.237638095,21998930.56,20121228,TRUE,20130104,E,TRUE,TRUE,0.003
PF00010322,,OFF00001002,C,20121210,24673000,M,0.00113,CHF,0.237638095,24672835.51,20121210,TRUE,20121211,E,TRUE,TRUE,0.00288
PF00010414,,OFF00001002,C,20121228,24728000,M,0.00113,CHF,0.237638095,24727464.23,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010347,,OFF00001002,C,20121214,29205000,M,0.00113,CHF,0.237638095,29204415.9,20121214,TRUE,20121217,E,TRUE,TRUE,0.00288
PF00010357,,OFF00001002,C,20121217,32076000,M,0.00113,CHF,0.237638095,32075786.16,20121217,TRUE,20121218,E,TRUE,TRUE,0.00288
PF00010364,,OFF00001002,C,20121218,32098000,M,0.00113,CHF,0.237638095,32097786.01,20121218,TRUE,20121219,E,TRUE,TRUE,0.00288
PF00010350,,OFF00001002,C,20121217,3.30E+07,M,0.00113,CHF,0.237638095,32998395.83,20121214,TRUE,20121224,E,TRUE,TRUE,0.003
PF00010360,,OFF00001002,C,20121218,36234000,M,0.00113,CHF,0.237638095,36231735.38,20121218,TRUE,20121227,E,TRUE,TRUE,0.003
PF00010393,,OFF00001002,C,20121224,38566000,M,0.00113,CHF,0.237638095,38564125.26,20121224,TRUE,20121231,E,TRUE,TRUE,0.003
PF00010328,,OFF00001002,C,20121211,43824000,M,0.00113,CHF,0.237638095,43822174,20121211,TRUE,20121217,E,TRUE,TRUE,0.003
PF00010310,,OFF00001002,B,20121211,4.40E+07,M,0.00113,CHF,0.237638095,43968196.34,20121207,TRUE,20130211,D,TRUE,TRUE,0.00504
PF00010398,,OFF00001002,C,20121227,4.40E+07,M,0.00113,CHF,0.237638095,43985040,20121227,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010317,,OFF00001002,C,20121210,4.40E+07,M,0.00113,CHF,0.237638095,43997861.11,20121210,TRUE,20121217,E,TRUE,TRUE,0.003
PF00010331,,OFF00001002,C,20121211,47014000,M,0.00113,CHF,0.237638095,47013686.57,20121211,TRUE,20121212,E,TRUE,TRUE,0.00288
PF00010413,,OFF00001002,C,20121228,47586000,M,0.00113,CHF,0.237638095,47584968.97,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010422,,OFF00001002,C,20121231,47586000,M,0.00113,CHF,0.237638095,47585286.21,20121231,TRUE,20130102,E,TRUE,TRUE,0.00324
PF00010397,,OFF00001002,C,20121227,49500000,M,0.00113,CHF,0.237638095,49497305,20121227,TRUE,20130103,E,TRUE,TRUE,0.00336
PF00010288,,OFF00001002,C,20121204,49500000,M,0.00113,CHF,0.237638095,49497593.75,20121204,TRUE,20121211,E,TRUE,TRUE,0.003
PF00010294,,OFF00001002,C,20121204,49588000,M,0.00113,CHF,0.237638095,49587669.41,20121204,TRUE,20121205,E,TRUE,TRUE,0.00288
PF00010380,,OFF00001002,C,20121221,5.50E+07,M,0.00113,CHF,0.237638095,54920250,20121221,TRUE,20130321,E,TRUE,TRUE,0.00696
PF00010381,,OFF00001002,C,20121221,5.50E+07,M,0.00113,CHF,0.237638095,54983958.33,20121221,TRUE,20130125,E,TRUE,TRUE,0.0036
PF00010297,,OFF00001002,C,20121205,5.50E+07,M,0.00113,CHF,0.237638095,54988052.78,20121205,TRUE,20121228,E,TRUE,TRUE,0.00408
PF00010287,,OFF00001002,C,20121204,5.50E+07,M,0.00113,CHF,0.237638095,54997326.39,20121204,TRUE,20121211,E,TRUE,TRUE,0.003
PF00010327,,OFF00001002,C,20121211,5.50E+07,M,0.00113,CHF,0.237638095,54997708.33,20121211,TRUE,20121217,E,TRUE,TRUE,0.003
PF00010339,,OFF00001002,C,20121213,5.50E+07,M,0.00113,CHF,0.237638095,54998533.33,20121213,TRUE,20121217,E,TRUE,TRUE,0.00288
PF00010353,,OFF00001002,C,20121217,5.50E+07,M,0.00113,CHF,0.237638095,54998533.33,20121217,TRUE,20121221,E,TRUE,TRUE,0.00288
PF00010425,,OFF00001002,C,20121231,5.50E+07,M,0.00113,CHF,0.237638095,54999175,20121231,TRUE,20130102,E,TRUE,TRUE,0.00324
PF00010307,,OFF00001002,C,20121206,5.50E+07,M,0.00113,CHF,0.237638095,54999633.33,20121206,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010329,,OFF00001002,C,20121211,5.50E+07,M,0.00113,CHF,0.237638095,54999633.33,20121211,TRUE,20121212,E,TRUE,TRUE,0.00288
PF00010383,,OFF00001002,C,20121221,56309000,M,0.00113,CHF,0.237638095,56307873.82,20121221,TRUE,20121224,E,TRUE,TRUE,0.00288
PF00010344,,OFF00001002,C,20121214,57200000,M,0.00113,CHF,0.237638095,57184238.22,20121214,TRUE,20130114,E,TRUE,TRUE,0.00384
PF00010285,,OFF00001002,C,20121203,60753000,M,0.00113,CHF,0.237638095,60751379.92,20121203,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010370,,OFF00001002,C,20121220,65450000,M,0.00113,CHF,0.237638095,65449563.67,20121220,TRUE,20121221,E,TRUE,TRUE,0.00288
PF00010362,,OFF00001002,C,20121218,65450000,M,0.00113,CHF,0.237638095,65449563.67,20121218,TRUE,20121219,E,TRUE,TRUE,0.00288
PF00010279,,OFF00001002,C,20121203,68189000,M,0.00113,CHF,0.237638095,68188564.35,20121203,TRUE,20121204,E,TRUE,TRUE,0.00276
PF00010293,,OFF00001002,C,20121204,69707000,M,0.00113,CHF,0.237638095,69706535.29,20121204,TRUE,20121205,E,TRUE,TRUE,0.00288
PF00010408,,OFF00001002,C,20121228,69894000,M,0.00113,CHF,0.237638095,69870896.15,20121228,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010426,,OFF00001002,C,20121231,7.70E+07,M,0.00113,CHF,0.237638095,76996107.22,20121231,TRUE,20130107,E,TRUE,TRUE,0.00312
PF00010306,,OFF00001002,C,20121206,85118000,M,0.00113,CHF,0.237638095,85117432.55,20121206,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010384,,OFF00001002,C,20121221,86141000,M,0.00113,CHF,0.237638095,86139277.18,20121221,TRUE,20121224,E,TRUE,TRUE,0.00288
PF00010372,,OFF00001002,C,20121220,86449000,M,0.00113,CHF,0.237638095,86448423.67,20121220,TRUE,20121221,E,TRUE,TRUE,0.00288
PF00010338,,OFF00001002,B,20121217,8.80E+07,M,0.00113,CHF,0.237638095,87884480.73,20121213,TRUE,20130318,D,TRUE,TRUE,0.00624
PF00010401,,OFF00001002,C,20121227,94897000,M,0.00113,CHF,0.237638095,94896288.27,20121227,TRUE,20121228,E,TRUE,TRUE,0.00324
PF00010409,,OFF00001002,C,20121228,95106000,M,0.00113,CHF,0.237638095,95074562.18,20121228,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010304,,OFF00001002,C,20121206,97053000,M,0.00113,CHF,0.237638095,97052352.98,20121206,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010410,,OFF00001002,C,20121228,97900000,M,0.00113,CHF,0.237638095,97892657.5,20121228,TRUE,20130107,E,TRUE,TRUE,0.00324
PF00010282,,OFF00001002,C,20121203,1.10E+08,M,0.00113,CHF,0.237638095,109973263.9,20121203,TRUE,20121228,E,TRUE,TRUE,0.0042
PF00010281,,OFF00001002,C,20121203,115500000,M,0.00113,CHF,0.237638095,115471927.1,20121203,TRUE,20121228,E,TRUE,TRUE,0.0042
PF00010402,,OFF00001002,C,20121227,119295000,M,0.00113,CHF,0.237638095,119294105.3,20121227,TRUE,20121228,E,TRUE,TRUE,0.00324
PF00010405,,OFF00001002,C,20121231,123200000,M,0.00113,CHF,0.237638095,123162766.2,20121228,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010368,,OFF00001002,C,20121219,137016000,M,0.00113,CHF,0.237638095,137015086.6,20121219,TRUE,20121220,E,TRUE,TRUE,0.00288
PF00010371,,OFF00001002,C,20121220,138116000,M,0.00113,CHF,0.237638095,138115079.2,20121220,TRUE,20121221,E,TRUE,TRUE,0.00288
PF00010318,,OFF00001002,C,20121210,143726000,M,0.00113,CHF,0.237638095,143725041.8,20121210,TRUE,20121211,E,TRUE,TRUE,0.00288
PF00010311,,OFF00001002,C,20121207,150051000,M,0.00113,CHF,0.237638095,150046998.6,20121207,TRUE,20121211,E,TRUE,TRUE,0.00288
PF00010316,,OFF00001002,C,20121207,157003000,M,0.00113,CHF,0.237638095,156999859.9,20121207,TRUE,20121210,E,TRUE,TRUE,0.00288
PF00010406,,OFF00001002,C,20121231,1.65E+08,M,0.00113,CHF,0.237638095,164940645.8,20121228,TRUE,20130204,E,TRUE,TRUE,0.00444
PF00010349,,OFF00001002,C,20121214,165484000,M,0.00113,CHF,0.237638095,165480690.3,20121214,TRUE,20121217,E,TRUE,TRUE,0.00288
PF00010332,,OFF00001002,C,20121211,186340000,M,0.00113,CHF,0.237638095,186338757.7,20121211,TRUE,20121212,E,TRUE,TRUE,0.00288
PF00010388,,OFF00001002,C,20121224,1.98E+08,M,0.00113,CHF,0.237638095,197995545,20121224,TRUE,20121227,E,TRUE,TRUE,0.00324
PF00010346,,OFF00001002,C,20121214,1.98E+08,M,0.00113,CHF,0.237638095,197996040,20121214,TRUE,20121217,E,TRUE,TRUE,0.00288
PF00010382,,OFF00001002,C,20121221,1.98E+08,M,0.00113,CHF,0.237638095,197996040,20121221,TRUE,20121224,E,TRUE,TRUE,0.00288
PF00010303,,OFF00001002,C,20121206,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121206,TRUE,20121207,E,TRUE,TRUE,0.00288
PF00010354,,OFF00001002,C,20121217,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121217,TRUE,20121218,E,TRUE,TRUE,0.00288
PF00010365,,OFF00001002,C,20121219,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121219,TRUE,20121220,E,TRUE,TRUE,0.00288
PF00010291,,OFF00001002,C,20121204,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121204,TRUE,20121205,E,TRUE,TRUE,0.00288
PF00010302,,OFF00001002,C,20121205,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121205,TRUE,20121206,E,TRUE,TRUE,0.00288
PF00010361,,OFF00001002,C,20121218,1.98E+08,M,0.00113,CHF,0.237638095,197998680,20121218,TRUE,20121219,E,TRUE,TRUE,0.00288
PF00010340,,OFF00001002,C,20121213,201014000,M,0.00113,CHF,0.237638095,201012659.9,20121213,TRUE,20121214,E,TRUE,TRUE,0.00288
PF00010421,,OFF00001002,C,20121231,2.20E+08,M,0.00113,CHF,0.237638095,219996700,20121231,TRUE,20130102,E,TRUE,TRUE,0.00324
PF00010337,,OFF00001002,C,20121212,2.31E+08,M,0.00113,CHF,0.237638095,230998460,20121212,TRUE,20121213,E,TRUE,TRUE,0.00288
PF00010415,,OFF00001002,C,20121228,234432000,M,0.00113,CHF,0.237638095,234426920.6,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010271,,OFF00001002,C,20121203,2.53E+08,M,0.00113,CHF,0.237638095,252998383.6,20121203,TRUE,20121204,E,TRUE,TRUE,0.00276
PF00011170,,OFF00001002,C,20130930,1364000,M,0.00129,CHF,0.240304762,1363960.217,20130930,TRUE,20131007,E,TRUE,TRUE,0.0018
PF00011111,,OFF00001002,C,20130905,6127000,M,0.00129,CHF,0.240304762,6125510.799,20130905,TRUE,20131010,E,TRUE,TRUE,0.003
PF00011121,,OFF00001002,C,20130911,6600000,M,0.00129,CHF,0.240304762,6594995,20130911,TRUE,20131212,E,TRUE,TRUE,0.0036
PF00011110,,OFF00001002,C,20130905,9273000,M,0.00129,CHF,0.240304762,9270746.146,20130905,TRUE,20131010,E,TRUE,TRUE,0.003
PF00011103,,OFF00001002,C,20130904,9944000,M,0.00129,CHF,0.240304762,9943690.631,20130904,TRUE,20130911,E,TRUE,TRUE,0.00192
PF00011155,,OFF00001002,C,20130926,11693000,M,0.00129,CHF,0.240304762,11686689.03,20130926,TRUE,20131202,E,TRUE,TRUE,0.00348
PF00011152,,OFF00001002,C,20130925,14025000,M,0.00129,CHF,0.240304762,14024953.25,20130925,TRUE,20130926,E,TRUE,TRUE,0.00144
PF00011150,,OFF00001002,C,20130925,16500000,M,0.00129,CHF,0.240304762,16487638.75,20130925,TRUE,20131227,E,TRUE,TRUE,0.00348
PF00011120,,OFF00001002,C,20130911,18645000,M,0.00129,CHF,0.240304762,18631016.25,20130911,TRUE,20131210,E,TRUE,TRUE,0.0036
PF00011117,,OFF00001002,C,20130910,21021000,M,0.00129,CHF,0.240304762,21020346.01,20130910,TRUE,20130917,E,TRUE,TRUE,0.00192
PF00011132,,OFF00001002,C,20130917,21296000,M,0.00129,CHF,0.240304762,21292876.59,20130917,TRUE,20131011,E,TRUE,TRUE,0.00264
PF00011118,,OFF00001002,C,20130910,21956000,M,0.00129,CHF,0.240304762,21955316.92,20130910,TRUE,20130917,E,TRUE,TRUE,0.00192
PF00011107,,OFF00001002,C,20130905,22682000,M,0.00129,CHF,0.240304762,22678811.92,20130905,TRUE,20130927,E,TRUE,TRUE,0.00276
PF00011100,,OFF00001002,C,20130903,22847000,M,0.00129,CHF,0.240304762,22846289.2,20130903,TRUE,20130910,E,TRUE,TRUE,0.00192
PF00011140,,OFF00001002,C,20130920,28589000,M,0.00129,CHF,0.240304762,28588166.15,20130920,TRUE,20130927,E,TRUE,TRUE,0.0018
PF00011169,,OFF00001002,C,20130930,31130000,M,0.00129,CHF,0.240304762,31129092.04,20130930,TRUE,20131007,E,TRUE,TRUE,0.0018
PF00011109,,OFF00001002,C,20130905,32406000,M,0.00129,CHF,0.240304762,32398348.58,20130905,TRUE,20131009,E,TRUE,TRUE,0.003
PF00011130,,OFF00001002,C,20130916,3.30E+07,M,0.00129,CHF,0.240304762,32998973.33,20130916,TRUE,20130923,E,TRUE,TRUE,0.00192
PF00011142,,OFF00001002,C,20130920,33011000,M,0.00129,CHF,0.240304762,33010449.82,20130920,TRUE,20130927,E,TRUE,TRUE,0.0018
PF00011099,,OFF00001002,C,20130903,34672000,M,0.00129,CHF,0.240304762,34670921.32,20130903,TRUE,20130910,E,TRUE,TRUE,0.00192
PF00011160,,OFF00001002,C,20130927,45584000,M,0.00129,CHF,0.240304762,45573363.73,20130927,TRUE,20131101,E,TRUE,TRUE,0.00288
PF00011153,,OFF00001002,C,20130925,45683000,M,0.00129,CHF,0.240304762,45682847.72,20130925,TRUE,20130926,E,TRUE,TRUE,0.00144
PF00011151,,OFF00001002,C,20130925,5.50E+07,M,0.00129,CHF,0.240304762,54969872.22,20130925,TRUE,20131202,E,TRUE,TRUE,0.00348
PF00011161,,OFF00001002,C,20130927,5.50E+07,M,0.00129,CHF,0.240304762,54987166.67,20130927,TRUE,20131101,E,TRUE,TRUE,0.00288
PF00011129,,OFF00001002,C,20130916,55033000,M,0.00129,CHF,0.240304762,55021534.79,20130916,TRUE,20131016,E,TRUE,TRUE,0.003
PF00011104,,OFF00001002,C,20130905,6.60E+07,M,0.00129,CHF,0.240304762,65949400,20130904,TRUE,20131206,E,TRUE,TRUE,0.0036
PF00011166,,OFF00001002,C,20130930,66143000,M,0.00129,CHF,0.240304762,66109432.43,20130930,TRUE,20131202,E,TRUE,TRUE,0.00348
PF00011168,,OFF00001002,C,20130930,72490000,M,0.00129,CHF,0.240304762,72474535.47,20130930,TRUE,20131101,E,TRUE,TRUE,0.00288
PF00011141,,OFF00001002,C,20130920,82500000,M,0.00129,CHF,0.240304762,82438125,20130920,TRUE,20131219,E,TRUE,TRUE,0.0036
PF00011165,,OFF00001002,C,20130927,86328000,M,0.00129,CHF,0.240304762,86307856.8,20130927,TRUE,20131101,E,TRUE,,0.00288
PF00011139,,OFF00001002,C,20130920,107173000,M,0.00129,CHF,0.240304762,107169874.1,20130920,TRUE,20130927,E,TRUE,TRUE,0.0018
PF00011145,,OFF00001002,C,20130925,115500000,M,0.00129,CHF,0.240304762,115436731.7,20130924,TRUE,20131202,E,TRUE,TRUE,0.00348
PF00011137,,OFF00001002,C,20130919,120527000,M,0.00129,CHF,0.240304762,120526564.8,20130919,TRUE,20130920,E,TRUE,TRUE,0.00156
PF00011159,,OFF00001002,C,20130927,137500000,M,0.00129,CHF,0.240304762,137496256.9,20130927,TRUE,20131004,E,TRUE,TRUE,0.00168
PF00011108,,OFF00001002,C,20130905,142318000,M,0.00129,CHF,0.240304762,142297996.4,20130905,TRUE,20130927,E,TRUE,TRUE,0.00276
PF00011162,,OFF00001002,C,20130927,1.43E+08,M,0.00129,CHF,0.240304762,142966633.3,20130927,TRUE,20131101,E,TRUE,TRUE,0.00288
PF00011133,,OFF00001002,C,20130917,167376000,M,0.00129,CHF,0.240304762,167351451.5,20130917,TRUE,20131011,E,TRUE,TRUE,0.00264
PF00011106,,OFF00001002,C,20130905,213675000,M,0.00129,CHF,0.240304762,213647697.1,20130905,TRUE,20130925,E,TRUE,TRUE,0.00276
PF00010752,,OFF00001002,C,20130426,341000,M,0.00117,CHF,0.241745455,340844.3714,20130426,TRUE,20130618,E,TRUE,TRUE,0.00372
PF00010749,,OFF00001002,C,20130429,5500000,M,0.00117,CHF,0.241745455,5499847.222,20130425,TRUE,20130430,E,TRUE,TRUE,0.0024
PF00010741,,OFF00001002,C,20130423,5533000,M,0.00117,CHF,0.241745455,5532763.311,20130423,TRUE,20130430,E,TRUE,TRUE,0.00264
PF00010704,,OFF00001002,C,20130409,7425000,M,0.00117,CHF,0.241745455,7424682.375,20130409,TRUE,20130416,E,TRUE,TRUE,0.00264
PF00010721,,OFF00001002,C,20130416,7425000,M,0.00117,CHF,0.241745455,7424682.375,20130416,TRUE,20130423,E,TRUE,TRUE,0.00264
PF00010754,,OFF00001002,C,20130429,7700000,M,0.00117,CHF,0.241745455,7699458.861,20130429,TRUE,20130510,E,TRUE,TRUE,0.00276
PF00010685,,OFF00001002,C,20130402,8030000,M,0.00117,CHF,0.241745455,8029640.881,20130402,TRUE,20130409,E,TRUE,TRUE,0.00276
PF00010755,,OFF00001002,C,20130429,8052000,M,0.00117,CHF,0.241745455,8051434.123,20130429,TRUE,20130510,E,TRUE,TRUE,0.00276
PF00010713,,OFF00001002,C,20130412,8173000,M,0.00117,CHF,0.241745455,8171220.102,20130412,TRUE,20130510,E,TRUE,TRUE,0.00336
PF00010751,,OFF00001002,C,20130426,8206000,M,0.00117,CHF,0.241745455,8202254.873,20130426,TRUE,20130618,E,TRUE,TRUE,0.00372
PF00010731,,OFF00001002,C,20130419,1.10E+07,M,0.00117,CHF,0.241745455,10999816.67,20130419,TRUE,20130422,E,TRUE,TRUE,0.0024
PF00010735,,OFF00001002,C,20130422,11011000,M,0.00117,CHF,0.241745455,11010528.97,20130422,TRUE,20130429,E,TRUE,TRUE,0.00264
PF00010756,,OFF00001002,C,20130430,11132000,M,0.00117,CHF,0.241745455,11131502.15,20130430,TRUE,20130507,E,TRUE,TRUE,0.00276
PF00010712,,OFF00001002,C,20130412,12056000,M,0.00117,CHF,0.241745455,12053374.47,20130412,TRUE,20130510,E,TRUE,TRUE,0.00336
PF00010698,,OFF00001002,C,20130408,14839000,M,0.00117,CHF,0.241745455,14834960.49,20130408,TRUE,20130513,E,TRUE,TRUE,0.00336
PF00010703,,OFF00001002,C,20130409,15422000,M,0.00117,CHF,0.241745455,15421340.28,20130409,TRUE,20130416,E,TRUE,TRUE,0.00264
PF00010720,,OFF00001002,C,20130416,15433000,M,0.00117,CHF,0.241745455,15432339.81,20130416,TRUE,20130423,E,TRUE,TRUE,0.00264
PF00010740,,OFF00001002,C,20130423,15444000,M,0.00117,CHF,0.241745455,15443339.34,20130423,TRUE,20130430,E,TRUE,TRUE,0.00264
PF00010734,,OFF00001002,C,20130422,15686000,M,0.00117,CHF,0.241745455,15685328.99,20130422,TRUE,20130429,E,TRUE,TRUE,0.00264
PF00010737,,OFF00001002,C,20130422,16786000,M,0.00117,CHF,0.241745455,16784927.56,20130422,TRUE,20130502,E,TRUE,TRUE,0.00276
PF00010715,,OFF00001002,C,20130412,18414000,M,0.00117,CHF,0.241745455,18409989.84,20130412,TRUE,20130510,E,TRUE,TRUE,0.00336
PF00010688,,OFF00001002,C,20130429,19998000,M,0.00117,CHF,0.241745455,19997105.65,20130402,TRUE,20130409,E,TRUE,TRUE,0.00276
PF00010759,,OFF00001002,C,20130430,20900000,M,0.00117,CHF,0.241745455,20899651.67,20130430,TRUE,20130503,E,TRUE,TRUE,0.0024
PF00010748,,OFF00001002,C,20130429,2.20E+07,M,0.00117,CHF,0.241745455,21988071.11,20130425,TRUE,20130625,E,TRUE,TRUE,0.00384
PF00010717,,OFF00001002,C,20130415,22143000,M,0.00117,CHF,0.241745455,22142009.72,20130415,TRUE,20130422,E,TRUE,TRUE,0.00276
PF00010732,,OFF00001002,C,20130419,22649000,M,0.00117,CHF,0.241745455,22647552.98,20130419,TRUE,20130429,E,TRUE,TRUE,0.00276
PF00010743,,OFF00001002,C,20130429,27511000,M,0.00117,CHF,0.241745455,27509418.12,20130424,TRUE,20130503,E,TRUE,TRUE,0.00276
PF00010705,,OFF00001002,C,20130410,27511000,M,0.00117,CHF,0.241745455,27509823.14,20130410,TRUE,20130417,E,TRUE,TRUE,0.00264
PF00010711,,OFF00001002,C,20130411,27940000,M,0.00117,CHF,0.241745455,27938750.46,20130411,TRUE,20130418,E,TRUE,TRUE,0.00276
PF00010729,,OFF00001002,C,20130418,28512000,M,0.00117,CHF,0.241745455,28510780.32,20130418,TRUE,20130425,E,TRUE,TRUE,0.00264
PF00010692,,OFF00001002,C,20130429,28534000,M,0.00117,CHF,0.241745455,28532906.2,20130402,TRUE,20130408,E,TRUE,TRUE,0.00276
PF00010733,,OFF00001002,C,20130419,3.30E+07,M,0.00117,CHF,0.241745455,32991493.33,20130419,TRUE,20130521,E,TRUE,TRUE,0.00348
PF00010725,,OFF00001002,C,20130417,34430000,M,0.00117,CHF,0.241745455,34421966.33,20130417,TRUE,20130517,E,TRUE,TRUE,0.00336
PF00010724,,OFF00001002,C,20130417,35200000,M,0.00117,CHF,0.241745455,35190417.78,20130417,TRUE,20130522,E,TRUE,TRUE,0.00336
PF00010745,,OFF00001002,C,20130429,35453000,M,0.00117,CHF,0.241745455,35436514.36,20130425,TRUE,20130618,E,TRUE,TRUE,0.00372
PF00010693,,OFF00001002,C,20130403,39083000,M,0.00117,CHF,0.241745455,39081328.12,20130403,TRUE,20130410,E,TRUE,TRUE,0.00264
PF00010691,,OFF00001002,C,20130422,42086000,M,0.00117,CHF,0.241745455,42084386.7,20130402,TRUE,20130408,E,TRUE,TRUE,0.00276
PF00010757,,OFF00001002,C,20130430,56100000,M,0.00117,CHF,0.241745455,56097491.08,20130430,TRUE,20130507,E,TRUE,TRUE,0.00276
